delivery_id,order_id,dispatch_date,promised_date,delivered_date,carrier,service_level,delivery_status,delay_days,on_time_in_full,fulfilment_hours,delivery_cost,delay_reason,promised_days,tracking_event_count,delivery_window,shipping_distance_km,signature_required,estimated_carbon_kg,delivery_note_clean
HDEL000158,HORD000158,2018-12-29,2019-01-03,2019-01-01,DHL,Standard,Delivered,0,True,22,9.49,none,5,3,Anytime,8.5159,False,0.57,delivered within promise
HDEL000159,HORD000159,2018-01-28,2018-01-31,2018-01-30,StarTrack,Standard,Delivered,0,True,44,8.78,none,3,5,Morning,5.6653,False,0.387,delivered within promise
HDEL000160,HORD000160,2018-02-20,2018-02-26,2018-02-24,AusPost,Standard,Delivered,0,True,71,9.43,none,6,8,Morning,7.1134,True,0.566,delivered within promise
HDEL000161,HORD000161,2018-11-17,2018-11-22,2018-11-21,DHL,Standard,Delivered,0,True,50,10.42,none,5,5,Afternoon,8.5159,False,0.462,delivered within promise
HDEL000162,HORD000162,2018-03-08,2018-03-14,2018-03-14,Direct Freight,Express,Delivered,0,True,20,15.35,none,6,7,Afternoon,3.7517,True,0.391,delivered within promise
HDEL000163,HORD000163,2018-05-26,2018-06-01,2018-05-31,Direct Freight,Standard,Delivered,0,True,2,12.05,none,6,3,Afternoon,7.932,True,0.688,delivered within promise
HDEL000164,HORD000164,2018-01-27,2018-02-03,2018-02-02,DHL,Standard,Delivered,0,True,30,8.7,none,7,3,Anytime,6.2138,False,0.401,delivered within promise
HDEL000165,HORD000165,2018-12-09,2018-12-15,2018-12-15,DHL,Standard,Delivered,0,True,45,7.0,none,6,8,Anytime,3.8058,False,0.413,delivered within promise
HDEL000166,HORD000166,2018-03-28,2018-04-01,2018-03-30,AusPost,Standard,Delivered,0,True,40,7.44,none,4,9,Morning,5.4918,True,0.532,delivered within promise
HDEL000167,HORD000167,2018-02-24,2018-03-02,2018-02-28,AusPost,Standard,Delivered,0,True,22,10.46,none,6,8,Afternoon,8.5645,True,0.524,delivered within promise
HDEL000168,HORD000168,2018-04-21,2018-04-26,2018-04-24,AusPost,Express,Delivered,0,True,60,17.26,none,5,5,Morning,6.983,True,1.25,delivered within promise
HDEL000169,HORD000169,2018-08-05,2018-08-11,2018-08-10,StarTrack,Standard,Delivered,0,True,29,10.15,none,6,8,Afternoon,3.5087,False,0.296,delivered within promise
HDEL000170,HORD000170,2018-03-28,2018-03-31,2018-03-31,DHL,Standard,Delivered,0,True,14,8.1,none,3,5,Anytime,4.0705,True,0.432,delivered within promise
HDEL000171,HORD000171,2018-06-26,2018-07-01,2018-07-01,DHL,Express,Delivered,0,True,45,18.53,none,5,4,Morning,3.186,True,0.494,delivered within promise
HDEL000172,HORD000172,2018-07-16,2018-07-22,2018-07-22,DHL,Standard,Delivered,0,True,73,12.68,none,6,5,Afternoon,7.931,False,0.448,delivered within promise
HDEL000173,HORD000173,2018-03-16,2018-03-20,2018-03-18,StarTrack,Standard,Delivered,0,True,58,9.18,none,4,6,Morning,5.4595,True,0.434,delivered within promise
HDEL000174,HORD000174,2018-12-09,2018-12-13,2018-12-11,DHL,Standard,Delivered,0,True,9,10.87,none,4,3,Anytime,6.6539,True,0.422,delivered within promise
HDEL000175,HORD000175,2018-05-14,2018-05-17,2018-05-17,StarTrack,Standard,Delivered,0,True,56,7.54,none,3,7,Morning,2.0932,True,1.003,delivered within promise
HDEL000176,HORD000176,2018-05-07,2018-05-14,2018-05-14,AusPost,Standard,Delivered,0,True,65,10.8,none,7,4,Anytime,7.3527,True,0.426,delivered within promise
HDEL000177,HORD000177,2018-09-08,2018-09-15,2018-09-13,AusPost,Standard,Delivered,0,True,17,10.01,none,7,4,Anytime,6.322,True,0.385,delivered within promise
HDEL000178,HORD000178,2018-09-07,2018-09-12,2018-09-10,Direct Freight,Standard,Delivered,0,True,22,7.49,none,5,3,Morning,1.0383,True,0.405,delivered within promise
HDEL000179,HORD000179,2018-01-23,2018-01-29,2018-01-28,StarTrack,Standard,Delivered,0,True,62,10.97,none,6,4,Anytime,6.2138,True,0.462,delivered within promise
HDEL000180,HORD000180,2018-04-10,2018-04-14,2018-04-12,DHL,Standard,Delivered,0,True,17,5.78,none,4,3,Afternoon,0.9173,True,0.325,delivered within promise
HDEL000181,HORD000181,2018-11-19,2018-11-26,2018-11-26,Direct Freight,Standard,Delivered,0,True,63,8.83,none,7,5,Morning,8.3145,True,1.265,delivered within promise
HDEL000182,HORD000182,2018-07-05,2018-07-12,2018-07-10,AusPost,Standard,Delivered,0,True,37,7.88,none,7,8,Afternoon,0.7721,True,0.389,delivered within promise
HDEL000183,HORD000183,2018-09-10,2018-09-14,2018-09-13,DHL,Standard,Delivered,0,True,67,7.83,none,4,7,Anytime,4.1421,True,0.484,delivered within promise
HDEL000184,HORD000184,2018-05-27,2018-06-02,2018-06-01,StarTrack,Standard,Delivered,0,True,51,9.59,none,6,9,Morning,7.4582,True,0.956,delivered within promise
HDEL000185,HORD000185,2018-08-31,2018-09-05,2018-09-03,DHL,Standard,Delivered,0,True,3,11.57,none,5,5,Morning,5.7703,True,0.42,delivered within promise
HDEL000186,HORD000186,2018-10-31,2018-11-04,2018-11-02,Direct Freight,Standard,Delivered,0,True,53,7.82,none,4,6,Morning,1.3998,False,0.274,delivered within promise
HDEL000187,HORD000187,2018-10-15,2018-10-21,2018-10-20,StarTrack,Standard,Delivered,0,True,69,11.57,none,6,7,Anytime,8.7636,True,0.505,delivered within promise
HDEL000188,HORD000188,2018-07-17,2018-07-20,2018-07-20,DHL,Standard,Delivered,0,True,56,10.34,none,3,8,Afternoon,3.5762,True,0.895,delivered within promise
HDEL000189,HORD000189,2018-03-15,2018-03-21,2018-03-19,AusPost,Standard,Delivered,0,True,45,5.32,none,6,9,Morning,0.3467,False,0.263,delivered within promise
HDEL000190,HORD000190,2018-05-11,2018-05-15,2018-05-14,StarTrack,Express,Delivered,0,True,55,15.37,none,4,5,Anytime,4.6463,True,0.479,delivered within promise
HDEL000191,HORD000191,2018-10-25,2018-10-28,2018-10-26,Direct Freight,Standard,Delivered,0,True,7,9.19,none,3,7,Afternoon,3.4226,True,1.921,delivered within promise
HDEL000192,HORD000192,2018-11-09,2018-11-14,2018-11-12,StarTrack,Express,Delivered,0,True,30,15.87,none,5,7,Afternoon,3.7517,False,0.361,delivered within promise
HDEL000193,HORD000193,2018-06-16,2018-06-20,2018-06-22,StarTrack,Standard,Delivered,2,False,25,8.32,weather,4,3,Morning,3.0268,True,0.386,carrier scan reconciled
HDEL000194,HORD000194,2018-03-31,2018-04-04,2018-04-04,StarTrack,Standard,Delivered,0,True,61,5.75,none,4,5,Afternoon,1.9767,True,0.43,delivered within promise
HDEL000195,HORD000195,2018-09-24,2018-09-30,2018-09-28,AusPost,Standard,Delivered,0,True,68,7.23,none,6,6,Anytime,4.4075,True,0.577,delivered within promise
HDEL000196,HORD000196,2018-07-17,2018-07-23,2018-07-22,DHL,Express,Delivered,0,True,53,19.14,none,6,6,Anytime,4.704,False,0.311,delivered within promise
HDEL000197,HORD000197,2018-05-30,2018-06-06,2018-06-05,DHL,Standard,Delivered,0,True,15,9.09,none,7,6,Morning,7.932,True,0.63,delivered within promise
HDEL000198,HORD000198,2018-09-23,2018-09-29,2018-09-28,AusPost,Standard,Delivered,0,True,60,10.24,none,6,7,Anytime,6.0605,False,0.413,delivered within promise
HDEL000199,HORD000199,2018-04-10,2018-04-16,2018-04-15,Direct Freight,Standard,Delivered,0,True,2,7.89,none,6,5,Morning,6.5356,False,0.367,delivered within promise
HDEL000200,HORD000200,2018-06-08,2018-06-15,2018-06-15,DHL,Standard,Delivered,0,True,64,9.37,none,7,3,Afternoon,3.2972,True,1.273,delivered within promise
HDEL000201,HORD000201,2018-02-23,2018-02-27,2018-02-27,AusPost,Standard,Delivered,0,True,58,8.39,none,4,8,Afternoon,2.9812,True,0.947,delivered within promise
HDEL000202,HORD000202,2018-07-06,2018-07-09,2018-07-07,AusPost,Standard,Delivered,0,True,64,8.46,none,3,9,Morning,1.5895,False,0.247,delivered within promise
HDEL000203,HORD000203,2018-07-18,2018-07-22,2018-07-22,DHL,Standard,Delivered,0,True,2,13.51,none,4,4,Morning,8.0606,True,0.543,delivered within promise
HDEL000204,HORD000204,2018-06-22,2018-06-25,2018-06-23,AusPost,Standard,Delivered,0,True,26,13.66,none,3,6,Anytime,7.3474,True,1.209,delivered within promise
HDEL000205,HORD000205,2018-01-12,2018-01-19,2018-01-17,Direct Freight,Express,Delivered,0,True,68,19.07,none,7,5,Anytime,4.0376,False,0.481,delivered within promise
HDEL000206,HORD000206,2018-11-29,2018-12-04,2018-12-03,StarTrack,Standard,Delivered,0,True,11,10.12,none,5,9,Afternoon,5.3515,True,0.529,delivered within promise
HDEL000207,HORD000207,2018-08-21,2018-08-28,2018-08-26,Direct Freight,Standard,Delivered,0,True,48,8.87,none,7,9,Morning,3.5737,True,0.362,delivered within promise
HDEL000208,HORD000208,2018-07-16,2018-07-19,2018-07-19,AusPost,Standard,Delivered,0,True,73,9.12,none,3,3,Afternoon,2.7719,True,0.459,delivered within promise
HDEL000209,HORD000209,2018-11-01,2018-11-04,2018-11-02,DHL,Standard,Delivered,0,True,2,11.11,none,3,6,Morning,6.4272,True,0.495,delivered within promise
HDEL000210,HORD000210,2018-10-21,2018-10-27,2018-10-26,StarTrack,Standard,Delivered,0,True,31,10.89,none,6,8,Afternoon,7.7396,False,0.412,delivered within promise
HDEL000211,HORD000211,2018-04-03,2018-04-06,2018-04-04,Direct Freight,Standard,Delivered,0,True,71,10.46,none,3,4,Morning,9.0452,True,1.891,delivered within promise
HDEL000212,HORD000212,2018-05-19,2018-05-23,2018-05-22,AusPost,Standard,Delivered,0,True,44,8.48,none,4,9,Anytime,4.9324,False,0.32,delivered within promise
HDEL000213,HORD000213,2018-10-30,2018-11-06,2018-11-04,AusPost,Standard,Delivered,0,True,32,10.55,none,7,6,Afternoon,9.4249,True,0.557,delivered within promise
HDEL000214,HORD000214,2018-04-17,2018-04-21,2018-04-21,StarTrack,Express,Delivered,0,True,73,20.5,none,4,5,Morning,6.3492,False,0.362,delivered within promise
HDEL000215,HORD000215,2018-11-13,2018-11-16,2018-11-16,DHL,Standard,Delivered,0,True,73,8.51,none,3,6,Afternoon,4.1421,False,0.321,delivered within promise
HDEL000216,HORD000216,2018-12-25,2018-12-30,2018-12-28,Direct Freight,Standard,Delivered,0,True,33,7.91,none,5,7,Anytime,4.9929,True,0.623,delivered within promise
HDEL000217,HORD000217,2018-02-12,2018-02-15,2018-02-14,AusPost,Standard,Delivered,0,True,8,8.39,none,3,7,Afternoon,5.4548,True,0.422,delivered within promise
HDEL000218,HORD000218,2018-01-15,2018-01-18,2018-01-16,DHL,Standard,Delivered,0,True,48,8.33,none,3,7,Morning,4.8879,True,0.521,delivered within promise
HDEL000219,HORD000219,2018-12-12,2018-12-16,2018-12-14,AusPost,Express,Delivered,0,True,19,16.24,none,4,6,Afternoon,3.7377,True,0.445,delivered within promise
HDEL000220,HORD000220,2018-10-07,2018-10-11,2018-10-10,AusPost,Standard,Delivered,0,True,61,9.0,none,4,9,Morning,4.3781,False,0.319,delivered within promise
HDEL000221,HORD000221,2018-03-19,2018-03-22,2018-03-20,StarTrack,Standard,Delivered,0,True,72,8.78,none,3,9,Anytime,7.4926,False,0.607,delivered within promise
HDEL000222,HORD000222,2018-01-16,2018-01-20,2018-01-18,AusPost,Standard,Delivered,0,True,7,7.85,none,4,9,Morning,4.9903,False,0.312,delivered within promise
HDEL000223,HORD000223,2018-06-15,2018-06-19,2018-06-19,StarTrack,Standard,Delivered,0,True,51,13.75,none,4,4,Morning,7.7645,False,0.863,delivered within promise
HDEL000224,HORD000224,2018-03-04,2018-03-11,2018-03-09,Direct Freight,Standard,Delivered,0,True,27,7.56,none,7,5,Morning,4.0663,True,0.943,delivered within promise
HDEL000225,HORD000225,2018-07-02,2018-07-07,2018-07-06,DHL,Standard,Delivered,0,True,47,10.2,none,5,5,Morning,4.9929,True,0.532,delivered within promise
HDEL000226,HORD000226,2018-03-13,2018-03-19,2018-03-17,AusPost,Standard,Delivered,0,True,15,10.06,none,6,8,Afternoon,5.5803,False,0.362,delivered within promise
HDEL000227,HORD000227,2018-12-13,2018-12-18,2018-12-23,AusPost,Standard,Delivered,5,False,34,9.01,warehouse_congestion,5,7,Morning,6.1729,True,0.544,carrier scan reconciled
HDEL000228,HORD000228,2018-05-20,2018-05-25,2018-05-24,AusPost,Express,Delivered,0,True,34,18.59,none,5,5,Morning,5.2439,True,0.514,delivered within promise
HDEL000229,HORD000229,2018-11-27,2018-12-04,2018-12-04,StarTrack,Standard,Delivered,0,True,2,10.23,none,7,3,Anytime,5.0818,True,1.071,delivered within promise
HDEL000230,HORD000230,2018-10-19,2018-10-25,2018-10-23,DHL,Standard,Delivered,0,True,35,9.51,none,6,4,Afternoon,5.3515,True,0.492,delivered within promise
HDEL000231,HORD000231,2018-02-10,2018-02-16,2018-02-14,DHL,Standard,Delivered,0,True,25,10.48,none,6,3,Morning,6.2126,False,0.397,delivered within promise
HDEL000232,HORD000232,2018-01-12,2018-01-17,2018-01-16,StarTrack,Standard,Delivered,0,True,34,9.5,none,5,8,Anytime,8.2339,True,1.346,delivered within promise
HDEL000233,HORD000233,2018-07-22,2018-07-29,2018-07-29,DHL,Standard,Delivered,0,True,43,12.22,none,7,4,Afternoon,4.0056,False,0.322,delivered within promise
HDEL000234,HORD000234,2018-10-31,2018-11-03,2018-11-01,Direct Freight,Standard,Delivered,0,True,36,8.96,none,3,9,Afternoon,6.7199,False,0.382,delivered within promise
HDEL000235,HORD000235,2018-07-10,2018-07-13,2018-07-11,AusPost,Standard,Delivered,0,True,30,13.3,none,3,6,Anytime,7.7904,True,0.467,delivered within promise
HDEL000236,HORD000236,2018-08-01,2018-08-06,2018-08-05,AusPost,Standard,Delivered,0,True,43,13.2,none,5,7,Afternoon,8.7071,True,0.581,delivered within promise
HDEL000237,HORD000237,2018-02-24,2018-02-28,2018-02-27,StarTrack,Standard,Delivered,0,True,69,9.0,none,4,7,Afternoon,7.4558,True,0.649,delivered within promise
HDEL000238,HORD000238,2018-05-04,2018-05-10,2018-05-09,Direct Freight,Standard,Delivered,0,True,49,6.74,none,6,8,Anytime,3.7517,False,0.325,delivered within promise
HDEL000239,HORD000239,2018-10-26,2018-10-29,2018-10-28,DHL,Express,Delivered,0,True,67,15.9,none,3,6,Morning,7.4926,True,0.576,delivered within promise
HDEL000240,HORD000240,2018-08-28,2018-08-31,2018-08-31,StarTrack,Express,Delivered,0,True,46,23.66,none,3,5,Anytime,5.9544,True,0.445,delivered within promise
HDEL000241,HORD000241,2018-12-15,2018-12-22,2018-12-20,AusPost,Standard,Delivered,0,True,61,11.85,none,7,7,Anytime,9.4249,True,0.503,delivered within promise
HDEL000242,HORD000242,2018-09-11,2018-09-17,2018-09-15,StarTrack,Standard,Delivered,0,True,6,10.75,none,6,5,Morning,9.0452,True,0.583,delivered within promise
HDEL000243,HORD000243,2018-05-01,2018-05-05,2018-05-04,DHL,Standard,Delivered,0,True,17,9.53,none,4,4,Anytime,4.5841,False,0.339,delivered within promise
HDEL000244,HORD000244,2018-06-19,2018-06-23,2018-06-23,DHL,Standard,Delivered,0,True,59,11.39,none,4,9,Morning,5.5262,True,0.385,delivered within promise
HDEL000245,HORD000245,2018-06-05,2018-06-12,2018-06-12,DHL,Standard,Delivered,0,True,66,12.07,none,7,8,Afternoon,5.1765,True,0.494,delivered within promise
HDEL000246,HORD000246,2018-05-03,2018-05-09,2018-05-08,StarTrack,Standard,Delivered,0,True,19,10.17,none,6,5,Anytime,9.2711,False,0.437,delivered within promise
HDEL000247,HORD000247,2018-07-17,2018-07-22,2018-07-22,StarTrack,Standard,Delivered,0,True,53,10.98,none,5,4,Morning,7.4143,True,0.582,delivered within promise
HDEL000248,HORD000248,2018-08-14,2018-08-21,2018-08-20,DHL,Standard,Delivered,0,True,70,12.1,none,7,8,Morning,6.7933,True,0.372,delivered within promise
HDEL000249,HORD000249,2018-04-16,2018-04-20,2018-04-19,Direct Freight,Standard,Delivered,0,True,18,10.79,none,4,8,Afternoon,9.4205,True,0.665,delivered within promise
HDEL000250,HORD000250,2018-06-03,2018-06-06,2018-06-04,DHL,Standard,Delivered,0,True,42,9.64,none,3,3,Anytime,3.1302,False,0.315,delivered within promise
HDEL000251,HORD000251,2018-08-07,2018-08-14,2018-08-14,AusPost,Standard,Delivered,0,True,11,12.81,none,7,8,Anytime,8.9566,False,0.567,delivered within promise
HDEL000252,HORD000252,2018-09-06,2018-09-11,2018-09-11,AusPost,Standard,Delivered,0,True,18,8.11,none,5,7,Anytime,2.9974,False,0.37,delivered within promise
HDEL000253,HORD000253,2018-12-13,2018-12-19,2018-12-19,AusPost,Standard,Delivered,0,True,33,9.12,none,6,4,Anytime,4.4186,False,0.33,delivered within promise
HDEL000254,HORD000254,2018-01-30,2018-02-02,2018-02-01,DHL,Standard,Delivered,0,True,63,6.56,none,3,3,Afternoon,1.92,False,0.325,delivered within promise
HDEL000255,HORD000255,2018-02-28,2018-03-03,2018-03-01,AusPost,Express,Delivered,0,True,48,16.67,none,3,3,Anytime,3.4799,False,0.33,delivered within promise
HDEL000256,HORD000256,2018-11-08,2018-11-15,2018-11-15,AusPost,Standard,Delivered,0,True,3,9.84,none,7,6,Morning,6.0476,True,0.506,delivered within promise
HDEL000257,HORD000257,2018-06-03,2018-06-06,2018-06-04,StarTrack,Standard,Delivered,0,True,71,12.04,none,3,6,Morning,8.3331,False,0.477,delivered within promise
HDEL000258,HORD000258,2018-05-12,2018-05-16,2018-05-16,Direct Freight,Standard,Delivered,0,True,9,6.0,none,4,9,Anytime,1.1475,True,0.367,delivered within promise
HDEL000259,HORD000259,2018-03-01,2018-03-04,2018-03-04,DHL,Standard,Delivered,0,True,68,11.15,none,3,4,Anytime,7.424,True,0.454,delivered within promise
HDEL000260,HORD000260,2018-04-02,2018-04-07,2018-04-07,Direct Freight,Express,Delivered,0,True,8,13.68,none,5,4,Morning,3.3418,True,0.908,delivered within promise
HDEL000261,HORD000261,2018-10-06,2018-10-11,2018-10-09,DHL,Standard,Delivered,0,True,54,10.31,none,5,9,Morning,5.8895,True,0.409,delivered within promise
HDEL000262,HORD000262,2018-08-18,2018-08-22,2018-08-20,DHL,Standard,Delivered,0,True,21,14.15,none,4,9,Afternoon,6.9396,False,0.438,delivered within promise
HDEL000263,HORD000263,2018-10-30,2018-11-02,2018-11-01,DHL,Standard,Delivered,0,True,29,8.13,none,3,4,Afternoon,6.6257,False,0.499,delivered within promise
HDEL000264,HORD000264,2018-12-18,2018-12-22,2018-12-20,Direct Freight,Standard,Delivered,0,True,66,7.59,none,4,7,Anytime,0.3679,True,0.954,delivered within promise
HDEL000265,HORD000265,2018-08-08,2018-08-14,2018-08-14,Direct Freight,Standard,Delivered,0,True,55,9.33,none,6,6,Afternoon,0.3679,True,1.634,delivered within promise
HDEL000266,HORD000266,2018-04-02,2018-04-05,2018-04-03,DHL,Standard,Delivered,0,True,17,9.19,none,3,4,Morning,5.0399,True,1.174,delivered within promise
HDEL000267,HORD000267,2018-07-22,2018-07-28,2018-07-27,Direct Freight,Standard,Delivered,0,True,51,9.86,none,6,3,Afternoon,5.497,False,0.411,delivered within promise
HDEL000268,HORD000268,2018-04-28,2018-05-03,2018-05-04,StarTrack,Standard,Delivered,1,False,60,9.46,weather,5,7,Afternoon,4.631,True,0.999,carrier scan reconciled
HDEL000269,HORD000269,2018-03-22,2018-03-27,2018-03-27,AusPost,Standard,Delivered,0,True,22,8.73,none,5,3,Morning,4.7472,False,1.031,delivered within promise
HDEL000270,HORD000270,2018-07-26,2018-07-29,2018-07-29,AusPost,Standard,Delivered,0,True,38,10.19,none,3,7,Afternoon,3.6096,True,0.589,delivered within promise
HDEL000271,HORD000271,2018-01-07,2018-01-10,2018-01-08,StarTrack,Standard,Delivered,0,True,10,5.85,none,3,3,Afternoon,1.2249,True,0.394,delivered within promise
HDEL000272,HORD000272,2018-04-24,2018-05-01,2018-04-30,DHL,Standard,Delivered,0,True,38,9.04,none,7,8,Morning,4.8879,True,0.502,delivered within promise
HDEL000273,HORD000273,2018-07-04,2018-07-11,2018-07-10,DHL,Standard,Delivered,0,True,55,10.98,none,7,8,Anytime,4.9022,False,0.396,delivered within promise
HDEL000274,HORD000274,2018-12-16,2018-12-21,2018-12-19,DHL,Standard,Delivered,0,True,26,7.14,none,5,9,Anytime,3.7052,True,0.443,delivered within promise
HDEL000275,HORD000275,2018-03-24,2018-03-27,2018-03-26,Direct Freight,Express,Delivered,0,True,24,14.67,none,3,9,Anytime,3.7862,True,1.082,delivered within promise
HDEL000276,HORD000276,2018-12-06,2018-12-10,2018-12-10,Direct Freight,Express,Delivered,0,True,32,19.92,none,4,8,Morning,7.2107,True,0.41,delivered within promise
HDEL000277,HORD000277,2018-01-13,2018-01-20,2018-01-19,StarTrack,Standard,Delivered,0,True,65,9.09,none,7,9,Morning,6.7883,True,0.525,delivered within promise
HDEL000278,HORD000278,2018-04-13,2018-04-18,2018-04-18,Direct Freight,Standard,Delivered,0,True,51,9.71,none,5,4,Afternoon,4.6096,False,0.345,delivered within promise
HDEL000279,HORD000279,2018-08-09,2018-08-12,2018-08-11,Direct Freight,Standard,Delivered,0,True,26,11.22,none,3,9,Morning,3.3316,False,0.328,delivered within promise
HDEL000280,HORD000280,2019-01-02,2019-01-09,2019-01-09,StarTrack,Express,Delivered,0,True,37,14.4,none,7,6,Morning,2.8256,True,0.458,delivered within promise
HDEL000281,HORD000281,2018-10-23,2018-10-29,2018-10-29,AusPost,Standard,Delivered,0,True,38,9.07,none,6,3,Morning,4.8907,True,0.605,delivered within promise
HDEL000282,HORD000282,2018-12-13,2018-12-17,2018-12-16,StarTrack,Standard,Delivered,0,True,25,10.67,none,4,9,Afternoon,6.1208,True,1.117,delivered within promise
