gender,income,whatIsYourHeightExpressItAsANumberInMetresM,doYouFeelASenseOfPurposeAndMeaningInYourLife104,howDoYouReconcileSpiritualBeliefsWithScientificOrRationalThinki,howOftenDoYouFeelSociallyConnectedWithYourPeersAndFriends,doYouHaveASupportSystemOfFriendsAndFamilyToTurnToWhenNeeded,howOftenDoYouParticipateInSocialActivitiesIncludingClubsSportsV,doYouFeelComfortableEngagingInConversationsWithPeopleFromDiffer,doYouFeelASenseOfPurposeAndMeaningInYourLife105,alwaysStressed,alwaysAccountableAndResponsibleForYourActions,alwaysCalm,myBodyIsHypermobileAndLovesToMove,alwaysHaveFun,alwaysSerious,alwaysDepressed,alwaysLoveAndCareForYourself,extremelyGoodAbilityToSense,alwaysHaveDigestiveProblems,iAmIntenselyInterestedInOtherPeople,iRarelyWakeUpFeelingRested,iFindMostThingsAmusing,iAmAlwaysCommittedAndInvolved,iDoNotThinkThatTheWorldIsAGoodPlace,iAmWellSatisfiedAboutEverythingInMyLife,iFindBeautyInSomeThings,iAlwaysHaveACheerfulEffectOnOthers,iFeelThatIAmNotEspeciallyInControlOfMyLife,iUsuallyHaveAGoodInfluenceOnEvents,iDontHaveFunWithOtherPeople,alwaysEngageInPreparingAndUsingYourSkillsAndTalentsInOrderToGai,alwaysMakingProgress,extremelyGoodCommunicator,iDontFeelParticularlyPleasedWithTheWayIAm,iFeelThatLifeIsVeryRewarding,iHaveVeryWarmFeelingsTowardsAlmostEveryone,iAmNotParticularlyOptimisticAboutTheFuture,lifeIsGood,iLaughALot,iDontThinkILookAttractive,happiness
Male,0 - 10k,180 - 185,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Always,Yes,-1,2,0,1,1,-1,-1,2,1,-1,1,0,1,1,-1,-1,2,1,0,1,-1,1,0,0,1,2,1,-1,1,0,1,0.322609
Female,120k - 150k,165 - 170,Yes,They conflict,Rarely,No,More than three times a week,Rarely,Yes,-1,1,1,-1,0,-1,-1,1,1,-2,-2,-2,-2,1,-2,1,1,1,-2,1,-1,-2,0,0,-2,1,0,-2,1,1,0,7.9682
Female,0 - 10k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Rarely,Yes,-1,1,0,0,1,0,-1,0,0,1,0,0,1,1,-1,0,2,1,-2,1,0,1,0,2,-2,1,1,-2,2,0,0,-0.25718
Female,0 - 10k,160 - 165,Yes,They are separate,Sometimes,"Yes, I have both",At least once a week,Rarely,Yes,-1,1,-2,0,1,0,-1,1,0,0,-2,-2,2,2,-2,1,0,1,-1,2,-2,2,1,0,-2,2,1,-1,1,-2,-1,-13.0665
Male,200k above,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Rarely,Yes,-2,0,0,-1,0,0,0,2,1,-2,-1,1,0,1,-1,0,0,1,0,0,-2,0,0,0,0,1,-1,1,0,1,0,-1.4319
Male,0 - 10k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",No,Never,Yes,0,0,1,-2,-2,1,-2,0,-2,-1,2,-2,-2,1,0,-2,0,-2,0,0,0,1,0,-2,1,1,-1,-2,0,0,1,-14.6789
Female,10k - 15k,155 - 160,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Sometimes,Yes,-2,1,0,-2,2,-2,-1,2,1,-2,1,-2,0,1,0,-2,1,0,-1,1,-1,2,2,1,2,2,2,-2,1,0,-2,-1.48621
Male,150k - 200k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Never,No,-1,2,-1,0,0,-2,-1,-2,1,-1,2,-2,0,-2,-2,-1,1,1,-2,0,-1,0,0,1,-2,1,2,0,1,-2,-2,2.48875
Male,200k above,175 - 180,Yes,They are separate,Rarely,"Yes, I have both",No,Rarely,Yes,-2,2,0,2,1,0,-2,0,1,-1,0,0,1,0,-2,0,2,-2,-2,2,-1,0,-2,2,-2,1,0,-1,1,1,-1,11.0849
Female,50k - 80k,140 - 150,Yes,They complement each other,Rarely,No,At least once a month,Sometimes,Yes,0,1,1,0,1,1,-2,2,1,0,-1,-1,1,0,-1,0,1,-1,-1,1,-1,2,2,0,0,1,2,0,1,0,1,11.5231
Female,0 - 10k,150 - 155,Yes,They complement each other,Sometimes,No,More than three times a week,Never,No,1,2,-2,0,-2,0,-1,0,1,0,0,-1,0,2,0,1,0,1,-1,0,-1,1,-2,0,0,-2,1,-2,1,1,1,-10.2033
Female,10k - 15k,160 - 165,Yes,They complement each other,Rarely,"Yes, I have friends",At least once a month,Sometimes,Yes,-1,1,0,0,0,0,-1,1,1,0,-1,0,0,0,-1,1,1,1,0,0,0,0,0,0,-2,0,-1,0,1,0,-1,-2.48409
Male,0 - 10k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Always,Yes,0,0,0,2,2,2,-2,1,1,0,1,-1,1,-2,-2,-2,2,0,0,0,-1,1,1,1,-2,1,1,-1,2,1,-2,-9.23341
Male,50k - 80k,180 - 185,Yes,They conflict,Rarely,"Yes, I have family",Rarely,Sometimes,Yes,0,0,-1,-2,-2,0,1,-1,-2,0,-2,0,0,-2,2,-1,0,-2,1,-2,1,-2,-1,-1,1,-1,-1,2,-1,0,1,12.0752
Male,0 - 10k,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have both",No,Never,No,-2,1,2,-2,0,-1,0,0,0,-2,0,-1,0,-1,-2,0,1,1,0,1,-2,0,1,1,1,-2,-2,-2,0,1,-1,3.29994
Female,15k - 20k,150 - 155,Yes,They complement each other,Rarely,"Yes, I have both",No,Rarely,No,1,-2,-1,-2,1,0,1,-2,0,1,0,1,0,1,0,-1,1,1,1,-2,2,1,-2,-2,0,0,-2,1,0,2,2,-7.33104
Male,50k - 80k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Rarely,No,0,1,0,2,-2,1,-2,0,2,1,0,1,1,0,1,-2,2,1,0,1,-1,1,-2,1,1,0,0,-2,-2,1,2,19.0351
Male,50k - 80k,170 - 175,Yes,They are separate,Rarely,"Yes, I have family",Rarely,Always,Yes,-1,2,2,1,0,-2,-1,1,2,2,2,0,1,1,-2,1,2,1,-1,1,-2,1,2,1,-1,2,2,-2,1,1,0,17.6299
Female,15k - 20k,155 - 160,Yes,They conflict,Always,"Yes, I have both",More than three times a week,Never,Yes,0,2,0,0,2,-1,1,2,2,0,0,0,1,0,-2,0,2,0,0,0,-1,1,2,0,0,1,2,-2,0,0,0,12.1413
Other,150k - 200k,160 - 165,Yes,They are separate,Sometimes,"Yes, I have family",More than three times a week,Never,Yes,-2,0,2,2,0,2,-2,-2,2,-2,1,-1,0,2,-2,-2,0,1,0,0,-2,0,1,1,1,1,1,-2,0,0,-2,-10.7047
Female,15k - 20k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have family",More than three times a week,Never,No,1,0,0,-2,-1,-2,1,0,0,0,1,-2,-1,-1,2,-1,0,-2,1,-2,-1,-2,1,0,-1,-2,-2,2,-2,-2,0,1.12388
Male,10k - 15k,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Always,Yes,-2,1,2,1,2,0,0,0,2,2,1,2,1,1,-2,0,0,1,0,0,-2,0,1,-2,-2,2,2,1,1,2,-2,-2.17895
Female,0 - 10k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have family",No,Never,Yes,2,0,-2,0,-1,1,1,-2,1,-2,1,1,-1,0,0,-2,0,0,2,-2,0,0,0,1,0,-1,1,0,-1,0,-2,-22.427
Male,0 - 10k,170 - 175,Yes,They are separate,Always,"Yes, I have both",At least once a week,Sometimes,Yes,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,-1,-5.48955
Female,10k - 15k,165 - 170,Yes,They are separate,Rarely,"Yes, I have family",At least once a month,Never,No,-2,1,1,2,1,0,-2,-2,1,1,0,0,1,0,-2,-2,1,2,0,0,-2,1,0,0,1,0,0,0,-2,1,1,5.82008
Male,120k - 150k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have both",Rarely,Sometimes,Yes,1,0,-2,-1,1,-2,-1,2,1,-2,2,0,2,0,-2,-2,0,0,-2,-1,1,-2,1,-2,2,0,-2,2,0,1,0,3.60723
Male,15k - 20k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a month,Always,Yes,1,1,1,-1,0,1,0,-1,0,-1,-1,1,0,0,0,-1,0,-1,0,0,0,-1,0,0,1,0,1,1,0,-1,1,-8.58176
Female,0 - 10k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Always,Yes,-1,2,0,0,-1,-2,-1,0,1,-1,0,-1,0,2,-2,0,1,0,0,1,-1,2,2,1,0,0,1,-1,0,0,-2,-4.88771
Female,10k - 15k,155 - 160,Yes,They complement each other,Never,"Yes, I have family",At least once a week,Rarely,No,0,0,1,2,0,-2,1,0,0,0,-2,2,1,0,1,0,1,0,1,1,0,0,1,1,0,0,-2,1,1,1,0,-17.8205
Male,0 - 10k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",No,Sometimes,Yes,0,2,0,0,0,-2,-2,0,1,-2,-1,0,1,2,-2,2,1,0,-2,2,-1,1,1,2,-2,0,2,-2,2,0,-1,-18.0027
Male,80k - 120k,185 - 190,Yes,They are separate,Never,"Yes, I have family",At least once a week,Always,Yes,-2,2,2,1,2,-1,-1,1,2,0,0,-2,0,2,-2,1,2,2,-1,2,-1,1,1,2,-2,2,2,-1,2,1,-2,39.1506
Female,0 - 10k,150 - 155,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Always,No,-1,1,0,0,1,1,-1,1,1,-2,-1,1,1,-1,-1,1,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,0,-4.56061
Male,0 - 10k,170 - 175,No,They conflict,Sometimes,"Yes, I have both",Rarely,Always,Yes,-1,1,2,-1,0,-1,-1,1,1,-2,0,1,-2,0,1,0,1,0,0,-1,1,2,2,-2,0,-1,0,1,0,-1,2,-2.3846
Female,10k - 15k,160 - 165,Yes,They conflict,Sometimes,"Yes, I have both",At least once a month,Rarely,Yes,0,1,1,-2,0,0,-1,2,1,-2,0,0,0,1,-1,1,0,2,-1,2,-2,1,2,2,-1,2,2,-1,2,0,-1,-5.55643
Female,0 - 10k,160 - 165,Yes,They are separate,Always,"Yes, I have both",At least once a week,Sometimes,No,1,1,-1,-1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-12.3875
Female,0 - 10k,155 - 160,Yes,They are separate,Never,"Yes, I have both",At least once a month,Rarely,Yes,-1,0,0,0,1,0,-2,0,0,-2,1,1,1,1,-1,-2,1,2,-2,-2,-2,-2,1,1,0,1,1,-1,1,-2,0,-11.0102
Male,50k - 80k,165 - 170,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Always,Yes,-1,1,0,0,1,-1,-1,0,1,-1,0,0,2,2,-2,1,1,1,-1,1,-1,0,1,1,0,2,1,-2,2,1,-1,16.7027
Male,150k - 200k,175 - 180,Yes,They are separate,Always,"Yes, I have family",At least once a week,Rarely,Yes,0,1,-2,1,0,-2,-2,2,1,-2,-2,2,1,1,-2,1,1,1,1,1,-2,1,-2,1,-2,0,0,0,2,2,2,3.2011
Male,200k above,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have family",No,Rarely,Yes,-2,2,2,0,1,-2,-2,0,2,0,0,0,1,2,1,0,1,2,1,2,-2,1,1,0,0,1,1,-2,1,1,0,9.82629
Other,0 - 10k,165 - 170,Yes,They complement each other,Rarely,No,At least once a month,Sometimes,Yes,2,-2,-2,0,-2,0,0,-2,-1,-1,1,-2,-2,0,0,-1,2,-2,1,-1,0,-2,-2,0,2,0,1,-2,0,0,1,-34.1951
Male,0 - 10k,175 - 180,Yes,They complement each other,Rarely,"Yes, I have both",At least once a month,Sometimes,Yes,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-9.7277
Male,0 - 10k,170 - 175,No,They complement each other,Sometimes,"Yes, I have both",At least once a week,Rarely,No,0,-2,-1,-2,-1,-2,0,-2,0,-2,0,0,0,-1,0,-1,1,0,0,-2,-1,-2,-2,-2,-1,0,0,-2,-2,1,-2,-33.1176
Male,20k - 50k,180 - 185,Yes,They complement each other,Never,"Yes, I have both",No,Never,Yes,-2,0,1,0,1,0,-1,0,0,0,-2,0,1,-2,0,1,2,1,0,2,0,1,2,0,1,0,0,-2,2,0,-2,8.10825
Male,0 - 10k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have family",Rarely,Sometimes,Yes,1,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,-10.801
Female,10k - 15k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",Rarely,Never,Yes,1,1,-1,-2,0,1,-2,-1,-1,-2,-1,-1,-1,0,1,-1,0,-2,1,-2,0,-2,-2,-2,1,-2,0,-2,1,-2,0,-13.1674
Male,80k - 120k,160 - 165,Yes,They complement each other,Always,"Yes, I have family",More than three times a week,Never,Yes,1,2,1,1,-1,2,1,-2,1,0,0,-2,-1,2,1,0,1,0,0,-1,-2,0,1,0,-2,1,2,-1,0,0,0,11.2239
Female,50k - 80k,155 - 160,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Never,Yes,-2,2,0,0,-2,0,0,2,2,-2,-1,0,-2,0,-1,1,1,1,-2,1,-1,1,2,0,-2,0,2,0,0,2,-2,23.1629
Female,150k - 200k,150 - 155,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Always,Yes,-2,2,1,0,1,2,-2,1,2,1,1,-2,1,2,-1,0,1,1,0,1,0,0,2,0,-1,2,2,-1,2,0,0,-6.40983
Male,120k - 150k,180 - 185,Yes,They complement each other,Rarely,"Yes, I have both",Rarely,Sometimes,Yes,-2,0,0,1,-2,-1,-2,2,0,-2,1,2,0,0,-2,0,1,-2,1,0,1,1,1,-1,0,-2,-2,-2,0,0,0,1.60644
Male,20k - 50k,165 - 170,Yes,They complement each other,Never,No,No,Always,Yes,2,2,-2,1,1,-2,-2,2,2,0,1,0,-2,2,1,-2,0,1,-2,1,-1,1,2,1,-2,1,1,-1,1,1,-2,4.68603
Male,15k - 20k,155 - 160,Yes,They conflict,Sometimes,No,At least once a month,Never,Yes,-1,1,2,0,0,0,-1,1,2,-2,0,-1,1,2,1,2,2,1,-2,0,-1,2,2,1,-1,2,2,-1,1,1,-2,4.82757
Male,150k - 200k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,1,0,-2,-2,-1,2,1,-2,1,0,-1,0,-2,0,0,-2,1,-2,0,-2,0,0,-1,0,1,0,1,2,0,1,2,-14.5055
Male,120k - 150k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a month,Never,Yes,-1,1,-2,0,-2,0,-1,0,1,-2,1,0,1,0,-1,1,1,1,-1,1,-2,1,1,-2,0,1,0,-1,-2,0,-2,12.759
Female,0 - 10k,160 - 165,Yes,They complement each other,Rarely,"Yes, I have both",No,Rarely,Yes,1,1,0,-1,1,1,-2,2,0,-2,-2,0,0,0,-1,0,1,-2,1,0,-2,1,0,0,-2,1,0,-2,1,-2,0,-7.60252
Male,50k - 80k,175 - 180,Yes,They are separate,Never,"Yes, I have family",No,Sometimes,No,0,0,2,-2,0,0,0,-2,1,-1,0,0,2,-1,1,-1,0,-2,0,-2,1,-1,1,1,2,-1,2,0,0,-1,0,12.0014
Female,0 - 10k,155 - 160,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Always,Yes,0,1,-2,2,0,1,-2,1,2,-2,2,2,1,2,0,1,1,1,-2,1,-1,2,1,1,-2,1,2,-1,1,0,1,-11.5926
Male,0 - 10k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Always,Yes,-1,1,1,0,1,0,-1,1,1,0,0,0,0,1,-1,1,1,0,-1,0,-1,1,0,0,-1,1,1,0,1,0,0,-1.1294
Female,120k - 150k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Always,Yes,-2,0,1,-2,0,2,-2,0,1,0,0,0,0,0,-1,1,1,2,0,0,-1,0,0,1,0,0,2,0,1,0,1,-0.893596
Male,0 - 10k,170 - 175,Yes,They complement each other,Rarely,"Yes, I have both",At least once a month,Rarely,Yes,2,1,-2,-2,0,0,-2,1,2,0,-2,1,1,1,0,-1,1,1,0,-2,-2,0,1,-2,-2,1,2,-2,2,0,0,-24.4443
Female,50k - 80k,155 - 160,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Sometimes,Yes,0,1,1,-1,1,1,-1,1,0,-1,0,-1,0,0,1,-1,1,-2,1,0,0,1,1,0,0,-1,-1,1,1,0,0,12.5672
Male,0 - 10k,175 - 180,Yes,They are separate,Sometimes,"Yes, I have both",At least once a month,Never,Yes,0,2,0,-2,1,0,-2,2,0,-2,0,0,2,0,-1,0,1,0,-2,0,-2,2,2,0,0,0,1,-2,1,0,0,-7.23917
Male,120k - 150k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have family",More than three times a week,Sometimes,Yes,-1,1,-2,0,-1,-1,0,0,0,-2,0,-2,0,0,-1,0,1,0,-2,0,-1,0,1,-2,-2,2,0,-2,1,-2,0,6.18504
Male,120k - 150k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Sometimes,Yes,0,1,-1,0,-1,2,0,0,0,-2,-2,-2,0,1,0,-2,1,-2,0,0,0,0,0,0,1,0,0,-2,0,-2,1,-15.2027
Male,0 - 10k,160 - 165,Yes,They are separate,Never,"Yes, I have both",No,Sometimes,Yes,1,1,1,2,0,0,1,-2,2,-1,1,0,0,1,-2,0,1,0,0,-2,0,-2,0,1,2,1,2,-2,1,0,-2,-20.6593
Female,15k - 20k,170 - 175,Yes,They conflict,Never,"Yes, I have family",Rarely,Sometimes,Yes,-1,1,-2,0,1,0,-2,1,-2,-2,0,1,1,2,0,-2,1,0,-2,1,-2,-2,-2,1,-2,1,0,0,1,0,-2,4.62961
Male,0 - 10k,175 - 180,Yes,They conflict,Sometimes,"Yes, I have both",More than three times a week,Sometimes,Yes,-2,2,0,-1,0,-1,-1,0,-2,-2,0,-1,-1,-1,0,-2,0,1,-2,-2,-1,-2,1,0,1,-2,0,-2,0,-2,-2,-4.50545
Female,150k - 200k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have family",More than three times a week,Always,No,0,2,1,0,-2,1,-2,0,0,0,0,0,0,1,0,1,0,-2,-1,-2,0,1,1,1,-1,1,0,0,-2,0,-2,-6.39584
Male,15k - 20k,170 - 175,Yes,They are separate,Sometimes,"Yes, I have both",At least once a week,Always,Yes,-2,1,2,-1,-2,0,-1,0,2,-1,-1,1,0,0,0,1,2,-2,1,-2,-1,-2,0,0,0,1,-2,1,0,1,0,11.3619
Male,20k - 50k,180 - 185,Yes,They conflict,Always,"Yes, I have both",At least once a week,Always,Yes,0,1,2,2,1,-1,-1,1,1,-1,-1,0,0,1,0,2,2,1,-2,1,-1,1,2,2,-1,1,-1,-2,2,1,-2,7.63976
Female,200k above,150 - 155,Yes,They are separate,Sometimes,"Yes, I have family",At least once a month,Sometimes,Yes,-2,-2,-2,-1,-2,1,-2,-2,0,2,-2,0,0,-2,0,0,1,1,0,-1,1,-2,-1,1,0,1,0,-2,1,0,1,0.810463
Other,50k - 80k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a month,Always,Yes,-1,1,1,-2,1,0,-1,0,1,-1,-2,-2,0,0,-2,1,1,2,-1,1,-1,1,1,0,-1,1,0,-1,1,1,-1,35.1203
Male,15k - 20k,180 - 185,Yes,They are separate,Rarely,"Yes, I have both",At least once a month,Always,Yes,0,0,0,1,0,0,-1,1,0,-1,-1,0,0,2,-1,0,1,1,0,1,-2,2,0,0,1,1,0,1,1,0,0,4.33998
Female,150k - 200k,140 - 150,Yes,They complement each other,Never,"Yes, I have family",No,Rarely,Yes,-1,0,-2,-2,1,-2,-1,1,0,-2,1,0,0,0,-1,-2,2,0,-2,0,-1,1,1,-2,-1,2,0,-1,2,0,0,2.96799
Male,0 - 10k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Never,No,-2,0,-1,0,-2,0,-1,0,-2,-2,1,-1,1,-2,1,-2,0,0,-2,1,-2,0,-2,0,1,1,-1,0,0,1,1,-2.75554
Male,0 - 10k,160 - 165,No,They complement each other,Rarely,"Yes, I have family",At least once a week,Rarely,Yes,1,1,-1,0,0,0,0,-2,2,0,-2,1,0,-2,-1,-1,1,0,1,-2,-2,0,0,-2,1,0,2,1,1,-2,0,-32.1658
Male,0 - 10k,170 - 175,Yes,They are separate,Rarely,No,At least once a month,Always,Yes,-1,0,-1,1,1,-2,-2,0,0,-2,0,2,1,0,-1,1,1,1,-2,1,-1,1,0,1,0,2,0,-2,2,2,-2,-0.705852
Other,80k - 120k,170 - 175,Yes,They complement each other,Rarely,"Yes, I have family",No,Always,No,0,-2,-1,0,-2,0,-2,-1,-2,-2,-1,1,0,0,-1,-2,1,0,0,-2,0,-2,-1,-2,1,0,-1,1,0,0,1,24.6529
Female,150k - 200k,155 - 160,Yes,They are separate,Sometimes,"Yes, I have friends",At least once a week,Sometimes,Yes,-1,2,1,0,0,0,-1,0,0,-1,1,1,0,0,1,0,1,1,1,1,-1,-1,1,1,1,0,0,1,0,0,2,-3.34255
Female,50k - 80k,160 - 165,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Sometimes,No,-1,1,-1,1,0,0,0,1,1,0,1,1,0,-1,-1,0,1,0,1,0,-1,-1,0,0,0,0,-1,0,0,0,1,15.5228
Male,80k - 120k,185 - 190,Yes,They conflict,Never,"Yes, I have both",Rarely,Always,No,-2,2,-2,-1,0,1,0,0,1,-1,-2,1,-2,-2,0,-2,1,0,2,1,-1,-2,-2,0,1,1,2,1,1,0,0,33.9774
Male,0 - 10k,175 - 180,Yes,They are separate,Never,"Yes, I have both",More than three times a week,Rarely,Yes,2,1,-1,1,1,0,0,1,0,-2,0,2,0,0,-2,-1,1,0,1,1,0,1,1,0,0,0,0,-2,1,0,-2,-15.8388
Female,10k - 15k,170 - 175,Yes,They conflict,Sometimes,"Yes, I have both",More than three times a week,Always,Yes,-1,0,1,-2,-1,-2,-1,0,1,-1,0,-2,-2,0,0,1,1,0,-2,0,0,-2,-2,0,0,0,0,0,1,-2,-2,-3.13074
Male,150k - 200k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",At least once a month,Rarely,Yes,-1,2,2,2,2,0,-1,1,1,-1,0,-1,1,1,-1,1,2,1,-2,2,-1,1,2,2,-2,2,2,-1,1,1,-1,9.8023
Female,10k - 15k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have family",No,Never,Yes,0,1,-1,1,-2,-1,-1,0,0,-1,-2,0,0,0,0,-2,0,2,-1,0,-2,0,0,1,0,0,-2,0,0,0,0,-1.40674
Male,150k - 200k,150 - 155,Yes,They are separate,Sometimes,"Yes, I have both",At least once a month,Always,Yes,-2,1,2,1,0,-2,-1,1,2,-2,0,-1,0,2,-2,1,1,2,-1,2,-1,2,2,1,-1,2,1,-1,1,1,-1,4.03683
Male,10k - 15k,180 - 185,Yes,They are separate,Always,"Yes, I have both",At least once a week,Always,Yes,0,1,1,2,2,0,-1,1,2,0,0,1,2,2,-2,2,2,2,-2,2,-1,2,1,2,-2,2,2,-1,2,1,1,10.5272
Female,200k above,165 - 170,Yes,They are separate,Sometimes,"Yes, I have family",At least once a month,Sometimes,Yes,-1,-2,-2,0,-2,-2,-1,0,-2,1,-2,0,1,-2,1,1,1,-2,-1,0,-2,-2,-2,0,-2,-2,-1,0,0,1,0,13.3434
Male,10k - 15k,175 - 180,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Sometimes,Yes,-2,2,1,2,2,-1,0,2,1,0,-2,-1,1,0,-2,1,2,2,-1,2,-1,2,1,-2,-1,0,1,-1,1,1,0,11.561
Male,10k - 15k,185 - 190,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Sometimes,Yes,1,1,1,0,0,1,1,2,0,-2,0,0,1,1,-2,1,0,1,0,0,-1,1,0,2,-1,1,1,1,1,0,-1,-7.22549
Female,15k - 20k,160 - 165,Yes,They are separate,Never,"Yes, I have family",More than three times a week,Never,No,-2,-2,-2,2,0,-2,-2,-1,0,0,0,1,0,-2,0,-1,1,0,1,0,1,-2,0,0,1,1,0,0,1,0,0,4.60963
Female,200k above,170 - 175,Yes,They are separate,Always,"Yes, I have both",At least once a month,Never,No,0,0,1,0,1,0,0,1,2,0,0,-2,2,0,0,0,2,1,0,2,-1,2,0,-2,0,0,-2,1,0,1,-2,2.01044
Female,200k above,150 - 155,Yes,They complement each other,Never,"Yes, I have friends",At least once a week,Never,Yes,-2,1,1,0,-2,0,-1,1,2,0,0,1,0,2,-2,1,2,1,-1,0,-1,1,1,2,-2,2,1,-2,1,0,1,13.8242
Female,0 - 10k,165 - 170,Yes,They are separate,Sometimes,"Yes, I have both",At least once a week,Rarely,Yes,1,2,0,-2,-1,0,0,0,-1,-2,-2,1,-1,1,0,-1,1,-2,0,0,0,1,0,0,1,0,-2,-2,1,-2,2,-36.1261
Male,200k above,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have both",No,Rarely,Yes,2,0,-1,2,0,0,1,1,1,0,-2,0,0,0,-1,0,0,0,2,1,-2,1,0,0,-2,2,0,-2,1,0,0,-5.25475
Female,0 - 10k,140 - 150,Yes,They conflict,Sometimes,"Yes, I have family",More than three times a week,Sometimes,Yes,-1,1,0,0,0,-1,-2,2,2,0,2,1,1,2,-1,1,2,2,0,1,-1,2,1,2,-1,2,1,-2,1,2,-2,-20.9441
Male,15k - 20k,160 - 165,Yes,They are separate,Sometimes,"Yes, I have both",No,Sometimes,Yes,2,-2,-1,0,-2,0,0,0,-2,-2,0,1,-2,0,1,-1,0,-2,0,-2,0,-2,-2,-2,2,-2,-2,1,0,0,0,4.94792
Female,0 - 10k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,0,1,0,0,0,0,-2,0,0,0,-1,1,-2,0,-2,0,0,-2,0,0,0,0,0,-2,-1,0,0,0,1,-2,-1,-25.5013
